,user_id,state,review_count
0,taqw380yqbQiANYsDyiJyg,NV,7
0,MGSW_T4DnTycPjF68j-2Zw,AZ,13
0,zDBOdWtl2PsNY38IeoE5cQ,NV,15
0,6KLtwJa67x0WeiUMLPZumw,AZ,6
0,7pIUGJ224G589mfGZaUJmg,ON,2
0,PoYY1CAGOx4dkNgOP1zQHA,NC,25
1,PoYY1CAGOx4dkNgOP1zQHA,WI,1
0,JeOHA8tW7gr-FDYOcPJoeA,OH,31
1,JeOHA8tW7gr-FDYOcPJoeA,PA,1
0,CsLsfpHlHrInwBfJmjR-zg,NV,2
0,PvjhL1-v-H5fk4x4sN6j_g,NV,12
0,DBMIV3nayB983tzhy_zWbA,NV,2
0,RTE_PaQJYlN7-GIKDxXdjw,OH,6
0,Z4rItwH8eQyhqkfGi9_6qg,AB,3
1,Z4rItwH8eQyhqkfGi9_6qg,AZ,2
2,Z4rItwH8eQyhqkfGi9_6qg,NV,1
3,Z4rItwH8eQyhqkfGi9_6qg,ON,7
4,Z4rItwH8eQyhqkfGi9_6qg,PA,2
5,Z4rItwH8eQyhqkfGi9_6qg,QC,2
0,-pm-6Ma8PxYYE1ef0B7fKA,AZ,2
1,-pm-6Ma8PxYYE1ef0B7fKA,NV,12
2,-pm-6Ma8PxYYE1ef0B7fKA,PA,1
0,lsLuVKmdh45yommr53zfRg,OH,1
1,lsLuVKmdh45yommr53zfRg,PA,43
0,qbZlO17MDbzkYLgVv5Kj5w,AZ,21
1,qbZlO17MDbzkYLgVv5Kj5w,NV,2
0,bG4EeVOCEXnvTtZTI2GVsg,NV,1
1,bG4EeVOCEXnvTtZTI2GVsg,OH,14
2,bG4EeVOCEXnvTtZTI2GVsg,PA,14
0,w-SC_4mlcf3BFM41VfwyvA,NV,9
0,flV6Cp3M2vHcqFBcCrGS1A,AB,1
1,flV6Cp3M2vHcqFBcCrGS1A,NV,2
2,flV6Cp3M2vHcqFBcCrGS1A,ON,71
3,flV6Cp3M2vHcqFBcCrGS1A,QC,5
0,UG4EKu13JRwzRix6ESINdg,AZ,340
1,UG4EKu13JRwzRix6ESINdg,NV,18
0,QGWXk9HDZyLg8PjZ13Q7BQ,NV,2
0,bHzZ3shHF1PzBbqB47Ax0Q,AZ,40
1,bHzZ3shHF1PzBbqB47Ax0Q,NC,1
2,bHzZ3shHF1PzBbqB47Ax0Q,NV,5
0,egGlOdJsorbNbd43oXfTbA,NV,12
0,rNpY5t4KycQuiThd1IqaTA,NV,8
0,wKYcj9gSgzRfTz0km9opoA,OH,12
0,dw12y9EXcrddiRg_9n3qSg,NV,13
0,GAaikWRJUkPoT6cjrdQAmg,NV,1
0,p2J7wBuBfFwhxsJiiE_lfQ,PA,7
0,Khecid8LZRq9n6xe4qjgLA,OH,11
0,j1981ubRRPjeRTx9UkMJ5g,NV,8
0,j7wBPIGt4PEn0KnGtVUyeg,NV,12
0,zUKeZNu4tCG56xjwWH54Vw,NV,17
0,imzzRPlAI9_ju5imHmtGYQ,AZ,20
0,OfFlECSBN8dGlZP7-pGcbg,OH,7
0,1YLLNv2otrsiR0MglNMzHA,AZ,25
1,1YLLNv2otrsiR0MglNMzHA,NC,1
2,1YLLNv2otrsiR0MglNMzHA,NV,3
0,SXQRgduGrlDB6A7jm3aSxg,AZ,1
0,OWJ-4cZ-zjyQCjcEaVJFfA,NV,17
0,Hze9r06sEb-EXEFPwwBTIA,NV,35
0,pXmWeoiv_WkLkveLyKbUEQ,AZ,1
0,w1WE83erjPJTysuAbjoRgA,OH,25
1,w1WE83erjPJTysuAbjoRgA,ON,1
0,UvSYeJnfK0iFWuegma0uvA,QC,5
1,UvSYeJnfK0iFWuegma0uvA,WI,5
0,uwRd0buZlfjPWbmNK7kGhQ,NV,88
0,PpP6-F0k4TQzC7I77ZbpJw,NV,7
1,PpP6-F0k4TQzC7I77ZbpJw,OH,6
0,IY0zs4-DzwRs_W2NOYtz3Q,NV,39
0,U5ZlYbMbUMwa7WedVO-bPA,NV,1
0,V28_73Ap8rxkGDvHjUhmzA,OH,5
1,V28_73Ap8rxkGDvHjUhmzA,WI,2
0,W-La-8pnqIYBk2eyfoA4Gw,AZ,1
1,W-La-8pnqIYBk2eyfoA4Gw,NV,20
0,1aP3wzoLicAo3G-r4HLxIw,AZ,2
0,GGoTTLnCMJFdhgErmqVfJA,NV,2
0,VM-pBrNPfZm-5YWcMCVbqw,AZ,63
1,VM-pBrNPfZm-5YWcMCVbqw,OH,1
0,TJZ773c6IobB29sEwkBAyg,NV,43
0,a7s-iv5ttk6jyHBVXt5ejA,NV,4
0,icLb4FzbQDMu9N9YIu3jmA,AZ,1
0,FnMWt6xWScSEjxBVzpVdRw,NC,3
0,AQRqMBHwZd_hDBxnTshmKA,NV,44
0,7G8w2SnaC-qDVQ7_GqTxMg,NV,62
0,sxEzazybwfF86Mv8Dm3tgw,OH,21
1,sxEzazybwfF86Mv8Dm3tgw,ON,9
2,sxEzazybwfF86Mv8Dm3tgw,WI,9
0,tbHQnBgsPPXQVjDrbb9q8A,AZ,9
0,_D1IJIac_NqbJJwXiCzz-g,NC,1
1,_D1IJIac_NqbJJwXiCzz-g,NV,14
0,HNycc5PctOiR2PXb-TFCIQ,WI,46
0,DpIhfFHCx2WhtSuTDDsGCw,AZ,20
0,IZUW4dau7DlrxN7fZpWK5g,AZ,40
0,N0vYEXM4dvk9UcO2OIUfvg,QC,1
0,GwHoE_fomeIuILCdHiRzvA,NV,7
0,9LacWr3iWIVXBoA8Ui_dqA,AZ,25
0,gI8J0bK37cXpdrOb8wK_Ew,AZ,25
1,gI8J0bK37cXpdrOb8wK_Ew,PA,1
0,DRlIsW15Zn2qwYdOuhHlsg,OH,114
0,3wCBCcnAfGlijkI7DDxxQg,AZ,1
0,YTOJTDWe41RQlaaQUxwHKQ,AZ,19
1,YTOJTDWe41RQlaaQUxwHKQ,NV,2
0,Z4a9QmzKt7dB4Ju59yQOMA,NV,17
0,UY3x_8KhKlrqVSDE0QKV8A,NC,1
1,UY3x_8KhKlrqVSDE0QKV8A,NV,10
0,lVgk6IWZol8Q-ASsVx93eA,NV,15
0,oyXIV-9GRBBZrFydPCaR2w,AZ,2
1,oyXIV-9GRBBZrFydPCaR2w,NV,18
0,C3yVWxlgdTdh0_1xfd5HVA,NV,1
0,4UFiaTDHp6d0guzbTg9gSA,NV,12
1,4UFiaTDHp6d0guzbTg9gSA,QC,2
0,OgbzBoW_qGftX3J-lwScrg,NV,1
0,FTZyZbr1eF7s3Ss7uSLcXQ,NC,1
1,FTZyZbr1eF7s3Ss7uSLcXQ,NV,150
2,FTZyZbr1eF7s3Ss7uSLcXQ,TX,1
0,Yhq1sMjjCTOhp16G1wTAlA,AZ,1
0,JSLbpEVcTV-41s8xvCLWNg,NV,5
0,5cLYXhfmVqh48jaEbqFCdw,NV,2
1,5cLYXhfmVqh48jaEbqFCdw,ON,30
0,kdN_jpcVkIwSrv2YaqIh1g,NV,6
0,PaNO-eyIdrdZnF5FeNjd4Q,AZ,50
1,PaNO-eyIdrdZnF5FeNjd4Q,NV,7
0,12I0wU8oMqJqFSDOfCK-eg,NV,11
0,BOijsp9rwVGS4ScmOMf9bg,AZ,1
1,BOijsp9rwVGS4ScmOMf9bg,ON,117
0,q44lEoMdZtajPNLRn59vcg,NV,1
0,m5YQLNq-xDcRXdhaD4jVoA,NV,7
0,EWv-QUwo3hMfoM04sIXdUw,AZ,66
1,EWv-QUwo3hMfoM04sIXdUw,NV,2
2,EWv-QUwo3hMfoM04sIXdUw,OH,4
0,bkl_m_RNxv4k9tyGXBQhAA,AZ,8
0,z-yc2Ado4wen2w5y6uLung,NV,4
0,F_tNLSl0KZplFX4Ecab-Rg,AZ,6
0,O5O78irEG3bNIH9q-ziiVw,ON,26
0,nTo2QTtdg3IgeF5XPfbDkQ,ON,4
0,R1weJrTfEefkUFqtrq50IA,AZ,2
1,R1weJrTfEefkUFqtrq50IA,NV,2
0,j7BhEWyJwcBiinqiSspkeQ,NV,2
0,aRpg4ufrMYne9e9wYLjJcg,NV,20
0,-h3OxE2YbWzFXVkBhYtJTw,NV,21
0,6TamqD0K-EtXTUpfnwu-2w,NV,1
0,oEMobDwc0I-Cz1qtczwKPA,NV,1
0,5r2qtQpxrJzQeeojSuYOKw,AZ,7
0,h36MJSbIj9NQQNxXVzZ9fw,NV,10
0,Yi0VnCiMcSYmZIyhf5rTTQ,NV,6
0,f7j5Qzjo2-uEVCv2IYX3HQ,OH,7
0,jdIhdKEXNod3QJYI3y-piA,NV,4
0,kfpcPUq8CYE-dZlgUKm5yw,NV,10
0,vf3ZyTw1927vMo_QLsHTKA,NV,13
0,xDYZjoE02HNXMH9dZXVlig,PA,82
0,nuZeLTEbTx6sjqIpbmlXYA,NV,1
0,PcgnJ3Ygs8ESMNwGvW7LEQ,NV,11
0,rKOVduk_kQpoIiom5lbBAQ,AZ,85
1,rKOVduk_kQpoIiom5lbBAQ,NV,1
0,xR_azKJR6c_YGLlftcptVw,NV,2
0,3KK7L2Q6NMfJA1Ky4Ntmdg,NV,54
1,3KK7L2Q6NMfJA1Ky4Ntmdg,ON,2
0,9iTEAvSGJ-dOOqdVlTCkww,AZ,9
1,9iTEAvSGJ-dOOqdVlTCkww,NV,1
0,EXKDLuYoZUKUNNNYA7TlGQ,AZ,147
0,Lzd7FTvMOvfg9WmR4MoNxg,NC,2
1,Lzd7FTvMOvfg9WmR4MoNxg,NV,2
2,Lzd7FTvMOvfg9WmR4MoNxg,OH,6
0,ztGtoOtbK4DRtzzrlxWvoQ,AZ,1
1,ztGtoOtbK4DRtzzrlxWvoQ,NC,7
2,ztGtoOtbK4DRtzzrlxWvoQ,NV,2
3,ztGtoOtbK4DRtzzrlxWvoQ,QC,2
4,ztGtoOtbK4DRtzzrlxWvoQ,SC,1
0,zoyb93pskMhDgXZgv-DKtA,NV,49
0,_rhYsgWA03_D88d3xEGFvw,AZ,24
1,_rhYsgWA03_D88d3xEGFvw,NV,6
0,DIqmYwkcPFcYnEpWvzXeOQ,NC,3
1,DIqmYwkcPFcYnEpWvzXeOQ,NV,1
2,DIqmYwkcPFcYnEpWvzXeOQ,OH,82
3,DIqmYwkcPFcYnEpWvzXeOQ,ON,3
4,DIqmYwkcPFcYnEpWvzXeOQ,PA,1
0,81myqzTiZoFl-wpB5i7Whw,AZ,3
1,81myqzTiZoFl-wpB5i7Whw,NV,2
0,AXIxNSHBF4QNAdTv_R1QQQ,NV,2
0,HUI9SrB4NW0GP0MUCCT6VA,NC,54
1,HUI9SrB4NW0GP0MUCCT6VA,SC,1
0,E22p33g94fhRPY8M8IUCpA,NC,2
1,E22p33g94fhRPY8M8IUCpA,NV,20
2,E22p33g94fhRPY8M8IUCpA,PA,1
3,E22p33g94fhRPY8M8IUCpA,SC,1
0,ZLS7cwa1UplSB8nRrwrHIQ,PA,67
1,ZLS7cwa1UplSB8nRrwrHIQ,QC,1
0,CLpk4sgHEPCB0teBZzAygA,NV,1
1,CLpk4sgHEPCB0teBZzAygA,ON,8
0,z6JKV7ZLkMxxk7RWza4A5A,AZ,5
0,x4QaF8wAvLLHn_AdXOKIXg,NV,4
0,WWM_NcaYUk2YcDRG1Nw3lw,NV,2
1,WWM_NcaYUk2YcDRG1Nw3lw,ON,1
0,SHPSiWRvGJdKwVSNHnEp5w,AZ,6
0,3OXGfha1ryoWehAxU4ST1g,AZ,6
0,tHWq61FmO0Vrd4qStq3g8Q,ON,31
0,NfiA_mb_amxVG0y2KRIDcA,AZ,1
1,NfiA_mb_amxVG0y2KRIDcA,NV,3
0,Ufug0ofE20FqP5RepEeD6A,PA,1
0,6QFyYvYgN1XcVfxMMMWxGw,NV,55
1,6QFyYvYgN1XcVfxMMMWxGw,TX,1
0,tBB6kLk5ZS03PlizPxLpoA,NV,10
0,N6llta3D8IVSPQ2k_rvWbA,NV,11
0,HVpUBCKvzx5rjvmDqVaHkg,OH,26
0,lN7JeDlr-xoS6kTBDB9vYg,NC,1
1,lN7JeDlr-xoS6kTBDB9vYg,NV,10
0,PkDCRPU7uLAQmoDIFdhlpA,NV,5
0,Rgb5esaGOPFGX5hb-cJv7g,AZ,10
0,TY--zvtIzIba2C2aszyNnQ,ON,87
0,lKBB-T7qfDtubIh6szZ8xg,NV,1
0,fioEnY5NovEpMTS_4lAnUQ,ON,1
0,1yw3JgmQQxwP662FOLZrWg,AZ,82
1,1yw3JgmQQxwP662FOLZrWg,NV,2
0,6gw_s9XBGDi3XgpffG6XyQ,NV,3
0,k7DgPgVyCssJIKTKuPnWZg,NV,4
0,gZDnY6XY1lXPlqAjKKzk4w,NV,5
0,-4pGdGL_M0zGctI5jeqjAQ,AZ,37
1,-4pGdGL_M0zGctI5jeqjAQ,NV,4
0,14exv848JLJlW-a_LOYKXw,AZ,7
1,14exv848JLJlW-a_LOYKXw,NC,4
0,6RfqswjnMGUDM2VpKMWm1w,WI,7
0,A7oGdvXajzpt0kkDHfCPOw,ON,3
0,kkB1uLqS6GrSNRbO4D4Khw,AZ,4
1,kkB1uLqS6GrSNRbO4D4Khw,NV,2
0,j-1qkha4h87wMfNfwPvfqQ,NV,104
0,hyIVFPfm3TyPWQf0Xh9u1Q,NV,65
1,hyIVFPfm3TyPWQf0Xh9u1Q,TX,1
0,RHhvvRSsj85q8MhQbG-DkA,AZ,1
1,RHhvvRSsj85q8MhQbG-DkA,NV,20
0,iChrn349gyWB-8UGyn8a6Q,NV,26
0,vBs9C8XnE8Py8yji7EF3nQ,NC,41
1,vBs9C8XnE8Py8yji7EF3nQ,ON,1
2,vBs9C8XnE8Py8yji7EF3nQ,SC,5
0,2Uy6LrQp6oynqNnwFddBJQ,NV,2
0,MR3YvHlxfC-QtI7uPPjG7A,AZ,2
0,k1VrwDJi2OOrmRfkiIzNug,NV,17
0,Y5oH9VlzH0IfhCQ3SSESoQ,NV,14
0,N0PpRl9PT6ikxkNMxbfyTg,NV,1
0,InDrrRvQ9f732YGPX4Ixmg,NV,1
1,InDrrRvQ9f732YGPX4Ixmg,OH,7
2,InDrrRvQ9f732YGPX4Ixmg,PA,43
0,fIuB5uSCInSaFsq3NYM5Cw,NV,1
0,xkDTLP3QDAC5tkWsaDMIgA,AZ,3
0,0hAc_xJMHrZ79Is6rK_3aQ,NV,1
0,DdqJuLA6DT5V8jP9C5-VBg,NV,1
0,5QjxYqp5nYKqfbSMjv1ztQ,NV,26
0,JxaZjN-yOnREMqmPlC74dg,WI,9
0,FeYvfC9ze013cipq92Mn8w,NV,3
0,0ds4AgVHV2i9HvTpx_aSDA,NV,1
0,fi9QOpj2wKjZkMYphnwUMA,NV,1
0,g3HFkZgloxLQCvoJ5Zs5gg,AB,2
1,g3HFkZgloxLQCvoJ5Zs5gg,AZ,1
2,g3HFkZgloxLQCvoJ5Zs5gg,NV,22
0,doGsaahbqD7ePHP19UsDsg,AZ,2
1,doGsaahbqD7ePHP19UsDsg,NV,73
0,2KJF88-sNtXvF-dmMktlnQ,AZ,20
0,GmXOSEbXy8JXmvo9hM5WWQ,NV,59
0,gvdFSI9b9IvLuqZeIili7g,NV,3
1,gvdFSI9b9IvLuqZeIili7g,PA,11
0,MpVoHga5M5msFXe9nkg7zA,NV,18
0,X_14Pe-kpmR_QiU-SRJvgg,NV,3
0,qXwN5-M3GhKmBfMTem0tKg,NV,1
0,sjZXC0BU-y7CptycmdZnzg,OH,2
0,ELfzWgdf64VBLi5z1ECItw,AZ,1
1,ELfzWgdf64VBLi5z1ECItw,NV,108
2,ELfzWgdf64VBLi5z1ECItw,PA,3
0,4IGyt_shx_bAi-SHjWhX-Q,NV,12
0,KLgBbAHOWumaXjEQwUDpmA,ON,9
0,3iaQRn8gPiuarpYmv9dOJA,AZ,47
0,mGpSdlT6XfHOtr-uHJgRzA,ON,1
1,mGpSdlT6XfHOtr-uHJgRzA,QC,15
0,FT2_DenBRHcXFqzvoTUZoQ,NV,4
0,APnNt9CdoZ3n3EAIB2nMog,AZ,1
1,APnNt9CdoZ3n3EAIB2nMog,NV,11
0,tDo_BKfmmkn46YHbE-Ag5A,AZ,7
0,o49wKoaSBe411Cxz23csvA,AZ,3
0,FzT-ujff-c11Wa_WdItwig,NV,19
1,FzT-ujff-c11Wa_WdItwig,QC,2
0,_g3wHkiWc90oNvd_7TZeiw,NC,21
1,_g3wHkiWc90oNvd_7TZeiw,NV,4
0,xywXoLnG7qWIayFu8oZQgQ,AZ,1
1,xywXoLnG7qWIayFu8oZQgQ,NC,2
2,xywXoLnG7qWIayFu8oZQgQ,NV,13
3,xywXoLnG7qWIayFu8oZQgQ,OH,1
4,xywXoLnG7qWIayFu8oZQgQ,PA,3
0,5ylIKMA-zoXZvH_-X26YOg,AZ,108
0,G9Vb6yQ047TC3O_-GG4WZA,AZ,6
1,G9Vb6yQ047TC3O_-GG4WZA,NV,23
0,-ytNZCQnW4p3BVVF94jE_A,NC,18
0,sVNpZOuqolyARKdXv-xdKA,NV,26
0,i4u5Ri6lCZxPfVfiRHFTdw,AZ,29
0,dFWfY0wwinyRWv8NxppTjw,PA,4
0,u2o3l7ZDkwA6UUdrVE3W0A,OH,1
0,-G7Zkl1wIWBBmD0KRy_sCw,ON,12
1,-G7Zkl1wIWBBmD0KRy_sCw,PA,3
2,-G7Zkl1wIWBBmD0KRy_sCw,QC,10
0,aSq9HEZIq2uJtj5iYrC9kQ,NV,9
0,4BaRBsPhITxM8GhMFhKFnw,NV,1
1,4BaRBsPhITxM8GhMFhKFnw,NY,4
2,4BaRBsPhITxM8GhMFhKFnw,ON,1
3,4BaRBsPhITxM8GhMFhKFnw,QC,4
0,AO_Tge7mRTQV4iOy3fg8fA,NV,2
0,32enhKNzuIbOOVgk6MnKkQ,NV,3
0,sP8jWvwmdvMhwtzLi0aoGg,NV,1
1,sP8jWvwmdvMhwtzLi0aoGg,ON,9
0,99VnGXLj9P06m7B2hFD30w,NV,1
0,ZBlI10vRpDMneAphQhv6nQ,NV,1
0,dD-2d8DBo5uKsyORg9Qq8A,NV,12
0,AX7PN-tAH5vUO5KRbKEVZQ,QC,49
0,leRflEaqkXdNnAwBZ7VLbA,AZ,3
0,-Z69J2TrHTz8zUKbx6e4Cw,NC,1
1,-Z69J2TrHTz8zUKbx6e4Cw,NV,3
2,-Z69J2TrHTz8zUKbx6e4Cw,QC,1
0,vNx3FrO1zRkXTKGkypcDEA,NV,2
0,Aqz1DKxUb7vI3d6C3eDejw,AZ,10
0,MwN09-q1DpOh7xB97E4Axw,AZ,7
0,_PP9LBb6oBaMoAdFZbyUcA,NC,1
0,feFl9sUx4TWFB-Xt_Q5KYg,NV,1
0,bz3Reh0S84qJjAAB_hpl3A,ON,83
0,vBOlhUbVaWOVYf378PkYqg,PA,8
0,10TgFD2_smqUZxXGoW8cBQ,ON,1
0,o9DYSlFm9pQwiurVs8U5ig,AZ,35
1,o9DYSlFm9pQwiurVs8U5ig,NV,4
0,BQ73YHpyADiz-Wf1OQ0EPg,NV,5
0,Y75OEqeW2bTHoS_pR-mkxQ,AZ,2
0,AvC5XQAElcGAAn_Wr5auEg,AZ,1
1,AvC5XQAElcGAAn_Wr5auEg,NC,223
2,AvC5XQAElcGAAn_Wr5auEg,PA,1
0,-d0o3YCu6Zu6hHpzNq4dUQ,AZ,1
1,-d0o3YCu6Zu6hHpzNq4dUQ,NV,5
0,a923ofqpLwcfneeNeNTJ4g,NV,5
0,NPZ113YIXy-nl0aQ6wOvww,NV,25
0,h4RlU89BoHkIenX-iaXgRw,AZ,5
0,RndtjBHm41mIisU-oGeV1A,NV,14
1,RndtjBHm41mIisU-oGeV1A,PA,4
0,ZQJMFhNf_A8vz_opSkCSUg,ON,26
0,EyMQbF09s17-iBPY6TWwVA,NV,17
0,gpctft2WbJfhias36sRvrg,NV,1
0,LiJzaYCdoVyyhsAReSzkXw,AZ,6
1,LiJzaYCdoVyyhsAReSzkXw,NV,1
0,4Xi2i_i1RzKkoJ41_1JHig,NC,1
1,4Xi2i_i1RzKkoJ41_1JHig,NV,1
0,3nFTpnd1gGRR6Tj0G5mQ1w,NV,29
0,uvef7i0SzfGtEtGgAXru3g,ON,1
0,hWDybu_KvYLSdEFzGrniTw,AB,18
1,hWDybu_KvYLSdEFzGrniTw,AR,1
2,hWDybu_KvYLSdEFzGrniTw,AZ,14
3,hWDybu_KvYLSdEFzGrniTw,NC,510
4,hWDybu_KvYLSdEFzGrniTw,NV,6
5,hWDybu_KvYLSdEFzGrniTw,OH,7
6,hWDybu_KvYLSdEFzGrniTw,PA,4
7,hWDybu_KvYLSdEFzGrniTw,QC,15
8,hWDybu_KvYLSdEFzGrniTw,SC,33
0,Adbn0BzDAb6M-0AgWB7VZw,NC,1
0,TT8sKcoUdI0qyYFocu86iQ,NV,2
0,_7zgzdB1Qog-HUWQdbH0pw,OH,2
1,_7zgzdB1Qog-HUWQdbH0pw,PA,43
0,KVJMmL0YhWwZRUhhMNkpjA,NC,1
1,KVJMmL0YhWwZRUhhMNkpjA,NV,28
2,KVJMmL0YhWwZRUhhMNkpjA,ON,5
0,PpaIA3DA_0Y_XpGHPxgjLg,NV,51
0,YxsKoFh3QyN76SBuY33zMQ,WI,3
0,p85Lq9SorEmHjhLZg3l0cw,NV,17
0,RWS8pfFlMGqZS2fJkFxr_g,PA,1
0,uY9Q_Vw7YAJtJQA0FQJR7g,NV,17
0,claV_wXYEgojvBrRodrSGQ,WI,40
0,Hqwx3fAjlSQXBP43BrQv8w,NC,33
1,Hqwx3fAjlSQXBP43BrQv8w,NV,1
2,Hqwx3fAjlSQXBP43BrQv8w,SC,1
0,fLnkI1uHtXEsjtF6KoBHbQ,NV,54
0,0I2reIeaAKY5Pt5m4Ce3Iw,AZ,1
0,SzAT0j2jvt6vS6TWHylMUw,AB,1
1,SzAT0j2jvt6vS6TWHylMUw,ON,3
2,SzAT0j2jvt6vS6TWHylMUw,PA,1
0,-dKNk9ts0MwuSuEtX-eSUw,NV,5
0,9bsSKb9rkDm9L5X6FajzAw,AZ,11
0,_6CTDWsw4Fdr6R9ZzKvLZQ,ON,52
1,_6CTDWsw4Fdr6R9ZzKvLZQ,QC,8
0,1vdTh8l9iRR_SsaSkIKbww,NV,1
0,912kQnXUkwRiw2Gp0FlYDw,NV,1
0,2roSOzKHa7Bz6AMDWVVRRQ,NV,1
0,XkiScu-1ir0maYTDdatJeA,NV,10
0,nZ6ctPATqhXIReKDq7doVg,AZ,26
1,nZ6ctPATqhXIReKDq7doVg,NV,1
0,jp1cDthqcWX62NtL1oAKlQ,NV,47
0,Z0wuDXZoOQBw_NYB8jQt1w,NV,1
0,zAFS5GwqdQH9ZlwgL5ywAQ,NC,2
1,zAFS5GwqdQH9ZlwgL5ywAQ,NV,1
2,zAFS5GwqdQH9ZlwgL5ywAQ,ON,1
0,ZXPUxdvBc4hSt3oyw10dTA,AZ,2
1,ZXPUxdvBc4hSt3oyw10dTA,NV,29
2,ZXPUxdvBc4hSt3oyw10dTA,PA,1
0,9TWgmxmhL_y5zF2s9S2TQA,NV,12
0,MRw1yT9BChejK1lSwVc43w,NC,3
1,MRw1yT9BChejK1lSwVc43w,NV,9
2,MRw1yT9BChejK1lSwVc43w,OH,1
3,MRw1yT9BChejK1lSwVc43w,PA,14
4,MRw1yT9BChejK1lSwVc43w,WI,5
0,RwmrZWA-vJ8oYZbpmzh3eQ,AZ,4
0,oFQHx5OV-vRkONaJND8hhg,AZ,3
0,30bwgVuf6vX2za6yf1l0rg,NV,7
0,O4O3BXwstYFQcngdUYn2-g,AZ,8
0,8lEywHSvti2UjFP8ODbnHg,NV,8
0,F3St4qtWbljWfhmb6Da_wg,NV,33
0,b76FcjQd1RkpnP6I-ajhjw,AZ,3
1,b76FcjQd1RkpnP6I-ajhjw,NV,6
0,bwTeAl593lY6Fzo67Y874w,AZ,1
1,bwTeAl593lY6Fzo67Y874w,NV,12
0,rFc99pTtnpLc7iJGeA53Qg,AZ,2
0,Mu6wz7_d6OBgRqkl4_NaXw,NV,16
1,Mu6wz7_d6OBgRqkl4_NaXw,ON,7
2,Mu6wz7_d6OBgRqkl4_NaXw,QC,4
0,J2j0PBxPAXU5i7M0rrgfGg,NV,2
1,J2j0PBxPAXU5i7M0rrgfGg,QC,1
0,nnaqt0CgxE1nbvs9mcLrug,AZ,17
1,nnaqt0CgxE1nbvs9mcLrug,NV,1
0,7RifB3srWSaKpLrtxJs-Iw,NV,3
0,G87zEbu0oPpYzmn4LUMC3g,AZ,12
1,G87zEbu0oPpYzmn4LUMC3g,NV,20
0,V3OsLLhBaEwEVE8n6sy-Qg,NV,2
0,Ybj1QnE8qqu9RvRryJ9Njw,ON,12
0,KYuOv0JCfJWZMoT0zVK3SQ,NV,2
1,KYuOv0JCfJWZMoT0zVK3SQ,QC,12
0,UtSP1h5mik7MmqqgVwGTcw,ON,2
0,O98OvniMRlKF_lllMajzFQ,AZ,1
1,O98OvniMRlKF_lllMajzFQ,NV,14
0,arscndzXAzxYMIgegYtIvA,AZ,2
0,hzKQOJI8-7TM-BstJpSVCA,NV,42
1,hzKQOJI8-7TM-BstJpSVCA,OH,2
0,FCZL3pgFmZ59aE1q2yv20g,NV,6
0,8KeHUYvc5HVzex6XhP6Fug,OH,28
0,LEGudhGQU2sBvpyltEov1g,NV,7
1,LEGudhGQU2sBvpyltEov1g,OH,3
0,CtT0To4GaUdTJ7MhojlW4g,AZ,1
1,CtT0To4GaUdTJ7MhojlW4g,NV,5
0,zXP0PhJn0f6BxAYTdBFLCQ,NV,2
0,paNtPIcJtA_7TqwC8q27-g,NV,31
0,Jpc99DcLrRRrFeT7rVK0cA,NV,6
0,eguB3eXzLRK3h40Oi0Iw3g,AZ,1
1,eguB3eXzLRK3h40Oi0Iw3g,NV,109
0,-micGOUpuJwszNve0zqwIA,NV,11
0,DTFOGN81zlhrYENyvwQ79w,NV,2
0,twEVyqxAvddhoqlhEDjfOA,ON,59
0,EwXTFlhKft8XR7rvLeLoYg,AZ,27
1,EwXTFlhKft8XR7rvLeLoYg,NV,24
0,TGl6Qqk1NUWo__YMqLAlgw,NV,37
0,ZqO2776PGEMZRjsX-mfXNw,AZ,25
1,ZqO2776PGEMZRjsX-mfXNw,NV,9
0,HOKngwcMBbb8Sa-jl4ZzJw,AZ,13
1,HOKngwcMBbb8Sa-jl4ZzJw,ON,61
2,HOKngwcMBbb8Sa-jl4ZzJw,PA,1
0,xph7RgAW5jmcBSmMwMywbA,NC,1
0,ib1VZbTzMdXHk478jFHm1g,AZ,1
0,ZYZNcugF3xUEGyLOVGiZ0Q,AZ,21
1,ZYZNcugF3xUEGyLOVGiZ0Q,NC,7
2,ZYZNcugF3xUEGyLOVGiZ0Q,NV,13
3,ZYZNcugF3xUEGyLOVGiZ0Q,OH,1
4,ZYZNcugF3xUEGyLOVGiZ0Q,ON,12
5,ZYZNcugF3xUEGyLOVGiZ0Q,WI,9
0,T_TedL0ZlotWqb0A_LpIgw,AZ,2
0,22Wd0PQKUkBMhG3F8LFUqg,PA,2
1,22Wd0PQKUkBMhG3F8LFUqg,WI,2
0,S0CoIlPKRmijNgC9v649xw,NV,16
0,R4b9uTzOI-9d0ussqSqR5g,NV,10
0,2-Qjlm7Xuzem7jywlJzsOw,NV,5
0,Hw5riZfnB-B7G79vBTOssA,NC,196
1,Hw5riZfnB-B7G79vBTOssA,NV,3
2,Hw5riZfnB-B7G79vBTOssA,SC,1
0,53dkR4-xyhjsCVHfrwiGaQ,AZ,1
1,53dkR4-xyhjsCVHfrwiGaQ,NV,24
0,n7LgCWMkPzL6zLYJ0J8Jag,AZ,1
0,5j1P0jfbD-VYjxVkDpnR0Q,NC,4
0,2Snxk3rX2bvqeHqmsfn_bg,NV,1
0,BSBFGOqHzyTC5YmCr02AFA,NV,4
